StudyHours,Attendance,Discussions,Motivation,AssignmentCompletion,ExamScore,FinalGrade
17,84,1,0,84,68,2
17,84,0,0,88,65,2
17,84,1,0,54,90,0
17,84,0,0,77,49,3
17,84,1,1,85,94,0
17,84,1,1,84,68,2
17,84,0,1,88,65,2
17,84,1,1,54,90,0
17,84,0,1,77,49,3
25,85,1,2,69,70,1
25,85,0,2,96,50,3
25,85,1,2,78,76,1
25,85,1,0,69,70,1
25,85,0,0,96,50,3
25,85,1,0,78,76,1
25,85,1,1,69,70,1
25,85,0,1,96,50,3
25,85,1,1,78,76,1
23,86,1,0,81,85,0
23,86,1,1,81,85,0
23,86,1,2,81,85,0
14,85,1,0,58,56,2
14,85,0,0,88,65,2
14,85,0,0,73,87,0
14,85,1,1,58,56,2
14,85,0,1,88,65,2
14,85,0,1,73,87,0
21,82,1,1,78,46,3
21,82,1,1,80,91,0
21,82,1,2,78,46,3
21,82,1,2,80,91,0
21,82,1,0,78,46,3
21,82,1,0,80,91,0
25,99,0,2,99,97,0
25,99,0,2,80,48,3
25,99,0,1,99,97,0
25,99,0,1,80,48,3
10,89,1,0,70,58,2
10,89,0,0,82,57,2
10,89,1,0,62,94,0
10,89,1,1,70,58,2
10,89,0,1,82,57,2
10,89,1,1,62,94,0
16,95,0,0,91,59,2
16,95,0,0,66,89,0
16,95,0,2,91,59,2
16,95,0,2,66,89,0
16,95,0,1,91,59,2
16,95,0,1,66,89,0
23,69,1,1,69,80,1
23,69,1,2,69,80,1
23,69,1,0,69,80,1
15,63,1,0,93,78,1
9,79,0,2,69,53,3
9,79,1,2,91,58,2
9,79,0,2,81,66,2
10,81,0,1,64,82,1
10,81,1,1,90,94,0
10,81,1,1,52,50,3
10,81,0,1,93,61,2
20,93,0,1,65,54,3
20,93,1,1,55,99,0
20,93,1,1,65,56,2
20,93,1,1,51,47,3
20,93,0,0,65,54,3
20,93,1,0,55,99,0
20,93,1,0,65,56,2
20,93,1,0,51,47,3
20,93,0,2,65,54,3
20,93,1,2,55,99,0
20,93,1,2,65,56,2
20,93,1,2,51,47,3
22,78,1,0,95,60,2
22,78,1,0,58,73,1
22,78,0,0,87,65,2
22,78,1,1,95,60,2
22,78,1,1,58,73,1
22,78,0,1,87,65,2
22,78,1,2,95,60,2
22,78,1,2,58,73,1
22,78,0,2,87,65,2
24,81,0,1,64,43,3
24,81,1,1,97,83,1
10,62,0,2,97,51,3
10,62,1,2,60,68,2
10,62,1,2,95,83,1
10,62,0,2,98,65,2
10,62,0,2,79,59,2
10,62,0,1,97,51,3
10,62,1,1,60,68,2
10,62,1,1,95,83,1
10,62,0,1,98,65,2
10,62,0,1,79,59,2
20,85,1,2,52,53,3
20,85,0,2,98,67,2
20,85,1,2,50,75,1
20,85,0,2,97,81,1
20,85,1,2,54,41,3
20,85,1,0,52,53,3
20,85,0,0,98,67,2
20,85,1,0,50,75,1
20,85,0,0,97,81,1
20,85,1,0,54,41,3
20,85,1,1,52,53,3
20,85,0,1,98,67,2
20,85,1,1,50,75,1
20,85,0,1,97,81,1
20,85,1,1,54,41,3
13,93,0,2,99,53,3
13,93,1,2,94,75,1
13,93,1,2,58,96,0
13,93,1,2,89,41,3
13,93,0,1,99,53,3
13,93,1,1,94,75,1
13,93,1,1,58,96,0
13,93,1,1,89,41,3
13,93,0,0,99,53,3
13,93,1,0,94,75,1
13,93,1,0,58,96,0
13,93,1,0,89,41,3
20,84,1,2,83,66,2
20,84,1,1,83,66,2
20,84,1,0,83,66,2
15,84,0,0,59,95,0
15,84,1,0,82,79,1
15,84,0,0,74,65,2
15,84,1,0,54,69,2
15,84,0,1,59,95,0
15,84,1,1,82,79,1
15,84,0,1,74,65,2
15,84,1,1,54,69,2
18,67,1,0,78,56,2
18,67,0,0,76,100,0
18,67,1,1,78,56,2
18,67,0,1,76,100,0
18,67,1,2,78,56,2
18,67,0,2,76,100,0
17,99,1,1,81,43,3
17,99,1,1,99,74,1
17,99,1,0,81,43,3
17,99,1,0,99,74,1
13,69,0,1,66,77,1
13,69,1,1,91,75,1
13,69,0,1,62,55,2
13,69,0,0,66,77,1
13,69,1,0,91,75,1
13,69,0,0,62,55,2
23,67,0,1,70,93,0
23,67,0,2,70,93,0
23,67,0,0,70,93,0
29,87,1,2,69,59,2
5,84,1,2,74,65,2
5,84,1,0,74,65,2
19,96,1,0,72,54,3
19,96,1,0,62,65,2
19,96,0,0,66,72,1
19,96,1,0,98,73,1
19,96,1,2,72,54,3
19,96,1,2,62,65,2
19,96,0,2,66,72,1
19,96,1,2,98,73,1
19,76,1,0,83,54,3
19,76,0,0,72,90,0
19,76,1,1,83,54,3
19,76,0,1,72,90,0
27,95,1,2,63,91,0
22,97,1,1,73,89,0
22,97,1,1,79,77,1
22,97,1,1,66,65,2
22,97,1,2,73,89,0
22,97,1,2,79,77,1
22,97,1,2,66,65,2
22,72,0,1,50,87,0
22,72,0,0,50,87,0
22,72,0,2,50,87,0
18,95,1,0,55,57,2
18,95,1,0,53,99,0
18,95,0,0,85,51,3
18,95,1,2,55,57,2
18,95,1,2,53,99,0
18,95,0,2,85,51,3
18,95,1,1,55,57,2
18,95,1,1,53,99,0
18,95,0,1,85,51,3
17,91,0,2,94,81,1
17,91,0,2,54,75,1
17,91,0,1,94,81,1
17,91,0,1,54,75,1
17,91,0,0,94,81,1
17,91,0,0,54,75,1
22,71,1,2,59,61,2
22,71,1,2,73,97,0
22,71,0,2,51,57,2
22,71,1,1,59,61,2
22,71,1,1,73,97,0
22,71,0,1,51,57,2
22,71,1,0,59,61,2
22,71,1,0,73,97,0
22,71,0,0,51,57,2
25,60,1,1,55,90,0
27,74,0,2,58,98,0
27,74,0,2,84,61,2
27,74,1,2,54,44,3
27,74,0,1,58,98,0
27,74,0,1,84,61,2
27,74,1,1,54,44,3
18,73,1,1,63,78,1
18,73,1,1,92,78,1
18,73,1,1,77,91,0
18,73,1,2,63,78,1
18,73,1,2,92,78,1
18,73,1,2,77,91,0
8,86,1,2,68,69,2
8,86,1,2,90,90,0
8,86,1,2,85,91,0
8,86,1,0,68,69,2
8,86,1,0,90,90,0
8,86,1,0,85,91,0
14,94,0,1,95,65,2
14,94,0,2,95,65,2
9,84,1,2,95,95,0
9,84,1,2,66,82,1
9,84,1,1,95,95,0
9,84,1,1,66,82,1
25,82,1,1,95,48,3
25,82,0,1,61,94,0
25,82,1,1,92,44,3
25,82,1,1,69,55,2
25,82,1,0,95,48,3
25,82,0,0,61,94,0
25,82,1,0,92,44,3
25,82,1,0,69,55,2
7,86,1,1,76,40,3
25,89,1,2,95,82,1
25,89,1,1,95,82,1
18,84,1,1,79,98,0
18,84,1,1,60,82,1
18,84,1,1,71,46,3
18,84,0,1,98,47,3
18,84,1,0,79,98,0
18,84,1,0,60,82,1
18,84,1,0,71,46,3
18,84,0,0,98,47,3
24,71,1,1,85,81,1
24,71,1,0,85,81,1
34,63,1,0,78,67,2
34,63,1,0,65,95,0
17,73,1,2,88,54,3
17,73,0,2,94,51,3
17,73,1,1,88,54,3
17,73,0,1,94,51,3
17,73,1,0,88,54,3
17,73,0,0,94,51,3
15,89,0,0,54,64,2
15,89,0,2,54,64,2
15,89,0,1,54,64,2
25,86,1,0,60,71,1
25,86,1,0,51,51,3
25,86,1,1,60,71,1
25,86,1,1,51,51,3
23,85,1,0,67,81,1
23,85,1,0,90,74,1
23,85,1,0,85,97,0
23,85,0,0,88,55,2
23,85,1,1,67,81,1
23,85,1,1,90,74,1
23,85,1,1,85,97,0
23,85,0,1,88,55,2
26,60,0,2,50,96,0
26,60,0,2,94,84,1
26,60,1,2,92,62,2
17,88,1,1,57,73,1
17,88,0,1,65,74,1
17,88,0,1,55,44,3
14,98,0,1,78,43,3
14,98,0,1,83,91,0
14,98,0,1,96,69,2
14,98,0,2,78,43,3
14,98,0,2,83,91,0
14,98,0,2,96,69,2
14,98,0,0,78,43,3
14,98,0,0,83,91,0
14,98,0,0,96,69,2
17,93,1,1,79,45,3
17,93,1,1,74,83,1
17,93,1,2,79,45,3
17,93,1,2,74,83,1
17,93,1,0,79,45,3
17,93,1,0,74,83,1
14,68,1,1,51,81,1
14,68,0,1,81,98,0
14,68,0,1,62,84,1
14,68,1,2,51,81,1
14,68,0,2,81,98,0
14,68,0,2,62,84,1
14,68,1,0,51,81,1
14,68,0,0,81,98,0
14,68,0,0,62,84,1
25,74,0,1,71,70,1
25,74,1,1,65,44,3
25,74,1,1,53,76,1
25,74,1,1,75,49,3
25,74,1,1,51,43,3
25,74,1,1,57,72,1
25,74,0,0,71,70,1
25,74,1,0,65,44,3
25,74,1,0,53,76,1
25,74,1,0,75,49,3
25,74,1,0,51,43,3
25,74,1,0,57,72,1
25,74,0,2,71,70,1
25,74,1,2,65,44,3
25,74,1,2,53,76,1
25,74,1,2,75,49,3
25,74,1,2,51,43,3
25,74,1,2,57,72,1
28,79,1,1,82,73,1
28,79,0,1,67,42,3
28,79,1,1,94,52,3
28,79,0,1,83,69,2
28,79,1,0,82,73,1
28,79,0,0,67,42,3
28,79,1,0,94,52,3
28,79,0,0,83,69,2
31,81,1,0,64,52,3
31,81,1,0,58,96,0
31,81,1,0,89,90,0
31,81,0,0,63,69,2
13,99,0,1,99,47,3
13,99,1,1,71,85,0
13,99,1,1,52,77,1
13,99,0,1,83,58,2
13,99,0,1,76,96,0
13,99,1,1,92,58,2
13,99,1,1,73,71,1
13,99,0,2,99,47,3
13,99,1,2,71,85,0
13,99,1,2,52,77,1
13,99,0,2,83,58,2
13,99,0,2,76,96,0
13,99,1,2,92,58,2
13,99,1,2,73,71,1
29,97,1,1,65,77,1
29,97,0,1,62,66,2
29,97,1,1,86,75,1
24,97,1,0,95,83,1
24,97,0,0,70,79,1
24,97,0,0,52,42,3
24,97,0,0,56,48,3
24,97,1,0,68,90,0
24,97,0,0,98,85,0
24,97,0,0,62,67,2
24,97,1,2,95,83,1
24,97,0,2,70,79,1
24,97,0,2,52,42,3
24,97,0,2,56,48,3
24,97,1,2,68,90,0
24,97,0,2,98,85,0
24,97,0,2,62,67,2
24,97,1,1,95,83,1
24,97,0,1,70,79,1
24,97,0,1,52,42,3
24,97,0,1,56,48,3
24,97,1,1,68,90,0
24,97,0,1,98,85,0
24,97,0,1,62,67,2
20,81,1,0,64,63,2
20,81,0,0,80,88,0
20,81,1,1,64,63,2
20,81,0,1,80,88,0
22,89,0,1,58,51,3
22,89,0,1,73,58,2
22,89,0,1,51,68,2
22,89,1,1,72,88,0
22,89,0,2,58,51,3
22,89,0,2,73,58,2
22,89,0,2,51,68,2
22,89,1,2,72,88,0
13,77,1,1,98,99,0
13,77,0,1,66,82,1
13,77,1,0,98,99,0
13,77,0,0,66,82,1
35,85,0,2,60,76,1
35,85,0,2,59,77,1
35,85,0,2,66,61,2
35,85,1,2,73,54,3
35,85,1,2,96,97,0
35,85,1,2,73,65,2
35,85,1,2,82,73,1
21,74,1,0,89,59,2
21,74,1,0,69,90,0
21,74,1,0,91,68,2
21,74,1,1,89,59,2
21,74,1,1,69,90,0
21,74,1,1,91,68,2
21,74,1,2,89,59,2
21,74,1,2,69,90,0
21,74,1,2,91,68,2
24,83,0,0,98,80,1
24,83,0,2,98,80,1
23,80,1,1,68,55,2
23,80,1,1,53,64,2
23,80,1,1,77,79,1
23,80,1,0,68,55,2
23,80,1,0,53,64,2
23,80,1,0,77,79,1
15,71,1,0,87,43,3
15,71,1,2,87,43,3
15,71,1,1,87,43,3
23,75,1,0,72,94,0
23,75,1,0,89,82,1
23,75,1,2,72,94,0
23,75,1,2,89,82,1
23,75,1,1,72,94,0
23,75,1,1,89,82,1
31,63,1,0,91,91,0
28,62,0,1,50,51,3
28,62,0,1,51,63,2
28,62,0,2,50,51,3
28,62,0,2,51,63,2
30,70,1,1,59,89,0
30,70,1,1,87,64,2
30,70,0,1,54,89,0
30,70,1,1,62,80,1
30,70,1,1,50,70,1
17,63,1,1,95,43,3
17,63,1,1,72,42,3
17,63,0,1,76,54,3
17,63,0,1,73,79,1
14,64,1,0,93,62,2
14,64,1,0,51,96,0
19,93,1,1,52,91,0
19,93,1,2,52,91,0
20,62,0,2,56,79,1
20,62,0,2,81,64,2
20,62,1,2,61,83,1
20,62,0,0,56,79,1
20,62,0,0,81,64,2
20,62,1,0,61,83,1
27,86,0,0,93,47,3
27,86,0,0,87,66,2
27,86,0,2,93,47,3
27,86,0,2,87,66,2
10,71,0,2,99,59,2
10,71,1,2,76,97,0
10,71,0,0,99,59,2
10,71,1,0,76,97,0
19,79,0,0,70,40,3
19,79,0,1,70,40,3
19,79,0,2,70,40,3
17,72,0,0,94,75,1
17,72,0,2,94,75,1
17,72,0,1,94,75,1
14,81,1,0,68,44,3
14,81,0,0,54,42,3
14,81,1,0,64,79,1
14,81,1,2,68,44,3
14,81,0,2,54,42,3
14,81,1,2,64,79,1
14,81,1,1,68,44,3
14,81,0,1,54,42,3
14,81,1,1,64,79,1
10,75,0,1,61,40,3
10,75,1,1,56,42,3
10,75,1,1,80,98,0
10,75,0,0,61,40,3
10,75,1,0,56,42,3
10,75,1,0,80,98,0
25,83,1,1,90,41,3
12,77,1,1,77,81,1
12,77,1,1,65,65,2
18,74,1,1,89,81,1
18,74,1,2,89,81,1
18,74,1,0,89,81,1
30,88,1,1,84,69,2
30,88,0,1,62,50,3
30,88,0,1,60,98,0
30,88,1,1,94,81,1
30,88,0,1,73,57,2
30,88,1,2,84,69,2
30,88,0,2,62,50,3
30,88,0,2,60,98,0
30,88,1,2,94,81,1
30,88,0,2,73,57,2
30,88,1,0,84,69,2
30,88,0,0,62,50,3
30,88,0,0,60,98,0
30,88,1,0,94,81,1
30,88,0,0,73,57,2
11,93,1,0,81,93,0
11,93,1,0,51,89,0
11,93,1,1,81,93,0
11,93,1,1,51,89,0
19,78,1,1,87,56,2
19,78,1,0,87,56,2
20,94,0,1,84,50,3
20,94,0,0,84,50,3
19,89,1,1,78,47,3
19,89,1,1,95,80,1
19,89,0,1,95,47,3
19,89,1,1,54,87,0
19,89,1,0,78,47,3
19,89,1,0,95,80,1
19,89,0,0,95,47,3
19,89,1,0,54,87,0
19,89,1,2,78,47,3
19,89,1,2,95,80,1
19,89,0,2,95,47,3
19,89,1,2,54,87,0
27,73,1,0,63,45,3
27,73,1,0,66,82,1
18,99,1,0,90,68,2
18,99,1,0,68,77,1
18,99,1,1,90,68,2
18,99,1,1,68,77,1
35,78,0,1,85,40,3
35,78,0,1,89,50,3
20,76,0,0,79,91,0
20,76,0,0,59,55,2
20,76,0,0,58,62,2
20,76,0,1,79,91,0
20,76,0,1,59,55,2
20,76,0,1,58,62,2
20,83,0,1,56,67,2
20,83,1,1,89,78,1
20,83,1,1,57,78,1
20,83,0,2,56,67,2
20,83,1,2,89,78,1
20,83,1,2,57,78,1
20,83,0,0,56,67,2
20,83,1,0,89,78,1
20,83,1,0,57,78,1
21,98,1,0,83,79,1
21,98,0,0,78,82,1
21,98,1,1,83,79,1
21,98,0,1,78,82,1
19,81,1,0,67,100,0
19,81,1,0,99,70,1
19,81,1,1,67,100,0
19,81,1,1,99,70,1
19,81,1,2,67,100,0
19,81,1,2,99,70,1
17,93,1,1,52,82,1
17,93,1,1,53,80,1
17,93,1,1,58,78,1
17,93,1,1,61,86,0
17,93,1,0,52,82,1
17,93,1,0,53,80,1
17,93,1,0,58,78,1
17,93,1,0,61,86,0
17,82,1,0,71,61,2
17,82,1,0,56,64,2
17,82,0,0,65,46,3
17,82,1,1,71,61,2
17,82,1,1,56,64,2
17,82,0,1,65,46,3
17,82,1,2,71,61,2
17,82,1,2,56,64,2
17,82,0,2,65,46,3
16,83,1,1,75,46,3
16,83,1,1,61,95,0
27,68,1,1,87,55,2
27,68,0,1,90,76,1
27,68,1,1,51,43,3
27,68,1,0,87,55,2
27,68,0,0,90,76,1
27,68,1,0,51,43,3
27,68,1,2,87,55,2
27,68,0,2,90,76,1
27,68,1,2,51,43,3
27,97,1,0,69,97,0
27,97,1,0,61,50,3
27,97,0,0,79,100,0
8,94,0,2,81,88,0
8,94,0,2,73,44,3
18,91,0,2,65,56,2
18,91,0,2,87,72,1
18,91,1,2,85,92,0
18,91,0,2,63,71,1
18,91,0,1,65,56,2
18,91,0,1,87,72,1
18,91,1,1,85,92,0
18,91,0,1,63,71,1
18,91,0,0,65,56,2
18,91,0,0,87,72,1
18,91,1,0,85,92,0
18,91,0,0,63,71,1
18,76,1,1,83,97,0
18,76,1,1,62,52,3
18,76,1,1,87,98,0
18,76,1,1,55,93,0
18,76,1,2,83,97,0
18,76,1,2,62,52,3
18,76,1,2,87,98,0
18,76,1,2,55,93,0
18,76,1,0,83,97,0
18,76,1,0,62,52,3
18,76,1,0,87,98,0
18,76,1,0,55,93,0
12,80,1,2,97,86,0
12,80,0,2,90,66,2
12,80,1,1,97,86,0
12,80,0,1,90,66,2
15,79,0,0,92,45,3
15,79,1,0,93,81,1
15,79,1,0,76,80,1
15,79,0,1,92,45,3
15,79,1,1,93,81,1
15,79,1,1,76,80,1
13,70,1,1,65,52,3
13,70,1,1,87,75,1
13,70,1,1,55,86,0
13,70,1,2,65,52,3
13,70,1,2,87,75,1
13,70,1,2,55,86,0
31,80,1,0,91,80,1
31,80,1,2,91,80,1
28,65,1,1,70,64,2
28,65,1,2,70,64,2
13,90,1,1,94,81,1
23,81,0,1,56,59,2
23,81,1,1,89,83,1
23,81,0,2,56,59,2
23,81,1,2,89,83,1
23,81,0,0,56,59,2
23,81,1,0,89,83,1
24,89,1,1,66,90,0
24,89,0,1,98,62,2
23,68,0,1,61,93,0
23,68,1,1,88,71,1
23,68,0,1,82,99,0
23,68,0,1,77,69,2
23,68,0,2,61,93,0
23,68,1,2,88,71,1
23,68,0,2,82,99,0
23,68,0,2,77,69,2
23,68,0,0,61,93,0
23,68,1,0,88,71,1
23,68,0,0,82,99,0
23,68,0,0,77,69,2
27,79,1,0,85,57,2
24,73,0,1,54,44,3
24,73,1,1,67,69,2
22,76,0,2,91,85,0
22,76,1,2,88,49,3
22,76,0,1,91,85,0
22,76,1,1,88,49,3
22,76,0,0,91,85,0
22,76,1,0,88,49,3
12,99,0,1,55,84,1
12,99,1,1,56,49,3
12,99,1,1,83,99,0
26,69,1,1,84,92,0
26,69,0,1,82,81,1
26,69,0,1,90,93,0
26,69,1,0,84,92,0
26,69,0,0,82,81,1
26,69,0,0,90,93,0
19,84,0,0,91,49,3
19,84,0,0,98,66,2
19,84,0,1,91,49,3
19,84,0,1,98,66,2
19,84,0,2,91,49,3
19,84,0,2,98,66,2
17,77,0,0,58,48,3
17,77,1,0,77,92,0
17,77,1,0,88,63,2
17,77,1,0,77,48,3
26,63,1,1,55,41,3
16,80,0,2,86,72,1
16,80,0,1,86,72,1
12,72,0,0,54,68,2
12,72,0,0,80,88,0
12,72,1,0,93,69,2
12,72,1,0,56,47,3
12,72,1,0,90,57,2
12,72,0,2,54,68,2
12,72,0,2,80,88,0
12,72,1,2,93,69,2
12,72,1,2,56,47,3
12,72,1,2,90,57,2
12,72,0,1,54,68,2
12,72,0,1,80,88,0
12,72,1,1,93,69,2
12,72,1,1,56,47,3
12,72,1,1,90,57,2
30,75,0,2,98,57,2
30,75,0,0,98,57,2
30,75,0,1,98,57,2
19,92,0,1,92,96,0
19,92,0,1,62,88,0
19,92,1,1,81,46,3
19,92,0,1,89,85,0
19,92,0,0,92,96,0
19,92,0,0,62,88,0
19,92,1,0,81,46,3
19,92,0,0,89,85,0
20,65,1,1,51,79,1
20,65,0,1,87,95,0
20,65,1,0,51,79,1
20,65,0,0,87,95,0
20,65,1,2,51,79,1
20,65,0,2,87,95,0
21,66,1,1,61,92,0
21,66,1,1,78,71,1
21,66,1,2,61,92,0
21,66,1,2,78,71,1
21,66,1,0,61,92,0
21,66,1,0,78,71,1
18,69,0,0,89,72,1
18,69,0,0,81,79,1
18,69,0,0,65,64,2
18,69,0,1,89,72,1
18,69,0,1,81,79,1
18,69,0,1,65,64,2
20,89,1,1,92,68,2
20,89,1,1,79,57,2
20,89,1,1,81,99,0
20,89,1,1,55,41,3
20,89,1,0,92,68,2
20,89,1,0,79,57,2
20,89,1,0,81,99,0
20,89,1,0,55,41,3
20,89,1,2,92,68,2
20,89,1,2,79,57,2
20,89,1,2,81,99,0
20,89,1,2,55,41,3
10,81,0,0,63,81,1
10,81,0,1,63,81,1
12,82,0,2,74,66,2
12,82,0,2,83,41,3
12,82,0,0,74,66,2
12,82,0,0,83,41,3
24,78,1,2,89,55,2
24,78,0,2,59,55,2
24,78,1,2,66,98,0
24,78,1,2,71,64,2
24,78,1,1,89,55,2
24,78,0,1,59,55,2
24,78,1,1,66,98,0
24,78,1,1,71,64,2
24,78,1,0,89,55,2
24,78,0,0,59,55,2
24,78,1,0,66,98,0
24,78,1,0,71,64,2
21,73,1,1,81,90,0
21,73,0,1,89,87,0
21,73,1,2,81,90,0
21,73,0,2,89,87,0
20,84,0,0,59,77,1
20,84,1,0,82,98,0
20,84,1,0,100,62,2
20,84,0,1,59,77,1
20,84,1,1,82,98,0
20,84,1,1,100,62,2
20,84,0,2,59,77,1
20,84,1,2,82,98,0
20,84,1,2,100,62,2
17,98,0,0,53,98,0
17,98,1,0,77,84,1
17,98,1,0,68,95,0
17,98,1,0,75,99,0
17,98,0,1,53,98,0
17,98,1,1,77,84,1
17,98,1,1,68,95,0
17,98,1,1,75,99,0
17,98,0,2,53,98,0
17,98,1,2,77,84,1
17,98,1,2,68,95,0
17,98,1,2,75,99,0
15,94,0,0,60,69,2
15,94,0,1,60,69,2
21,96,1,1,81,55,2
21,96,1,0,81,55,2
21,96,1,2,81,55,2
14,79,0,1,63,68,2
26,76,1,0,53,48,3
26,76,1,0,84,40,3
26,76,0,0,77,73,1
26,76,1,1,53,48,3
26,76,1,1,84,40,3
26,76,0,1,77,73,1
22,77,1,1,60,65,2
22,77,0,1,68,96,0
22,77,0,1,65,47,3
22,77,1,2,60,65,2
22,77,0,2,68,96,0
22,77,0,2,65,47,3
22,77,1,0,60,65,2
22,77,0,0,68,96,0
22,77,0,0,65,47,3
26,84,1,1,67,75,1
26,84,1,1,93,53,3
26,84,1,0,67,75,1
26,84,1,0,93,53,3
30,88,0,1,78,61,2
30,88,0,1,58,76,1
30,88,0,1,51,49,3
30,88,0,2,78,61,2
30,88,0,2,58,76,1
30,88,0,2,51,49,3
26,98,1,2,53,78,1
26,98,0,2,68,73,1
26,98,0,2,72,86,0
26,98,1,2,52,91,0
26,98,1,0,53,78,1
26,98,0,0,68,73,1
26,98,0,0,72,86,0
26,98,1,0,52,91,0
26,98,1,1,53,78,1
26,98,0,1,68,73,1
26,98,0,1,72,86,0
26,98,1,1,52,91,0
16,81,0,1,73,50,3
16,81,0,2,73,50,3
23,91,1,0,58,73,1
23,91,1,1,58,73,1
23,91,1,2,58,73,1
16,82,0,0,65,69,2
16,82,1,0,61,61,2
16,82,0,0,58,85,0
16,82,0,1,65,69,2
16,82,1,1,61,61,2
16,82,0,1,58,85,0
16,82,0,2,65,69,2
16,82,1,2,61,61,2
16,82,0,2,58,85,0
16,79,0,1,90,80,1
16,79,1,1,52,43,3
16,79,1,1,100,78,1
16,79,0,1,70,83,1
16,79,0,1,73,47,3
16,79,0,0,90,80,1
16,79,1,0,52,43,3
16,79,1,0,100,78,1
16,79,0,0,70,83,1
16,79,0,0,73,47,3
12,85,0,2,93,97,0
12,85,1,2,91,73,1
12,85,1,2,56,76,1
12,85,0,2,58,89,0
14,76,1,0,88,56,2
14,76,0,0,76,60,2
14,76,1,1,88,56,2
14,76,0,1,76,60,2
14,76,1,2,88,56,2
14,76,0,2,76,60,2
12,68,1,1,58,85,0
12,68,0,1,58,68,2
12,68,1,1,95,46,3
12,68,1,0,58,85,0
12,68,0,0,58,68,2
12,68,1,0,95,46,3
26,80,0,1,96,90,0
26,80,1,1,82,66,2
26,80,0,0,96,90,0
26,80,1,0,82,66,2
26,80,0,2,96,90,0
26,80,1,2,82,66,2
14,89,1,0,62,68,2
14,89,1,0,70,68,2
14,89,1,0,86,49,3
14,89,1,2,62,68,2
14,89,1,2,70,68,2
14,89,1,2,86,49,3
21,76,0,1,67,73,1
21,76,0,0,67,73,1
24,82,0,1,92,86,0
24,82,0,1,55,42,3
24,82,1,1,76,42,3
24,82,1,1,59,40,3
35,65,1,2,95,59,2
35,65,1,2,94,98,0
19,80,0,1,55,49,3
19,80,1,1,69,91,0
19,80,0,2,55,49,3
19,80,1,2,69,91,0
19,80,0,0,55,49,3
19,80,1,0,69,91,0
27,67,1,1,77,65,2
27,67,1,1,80,85,0
27,67,0,1,95,83,1
16,65,1,0,58,46,3
16,65,1,0,92,91,0
16,65,0,0,83,94,0
16,65,1,0,62,65,2
16,65,1,1,58,46,3
16,65,1,1,92,91,0
16,65,0,1,83,94,0
16,65,1,1,62,65,2
31,76,0,1,53,55,2
24,96,0,1,82,76,1
24,96,0,0,82,76,1
19,67,1,1,81,94,0
19,67,1,2,81,94,0
19,67,1,0,81,94,0
21,71,0,0,68,96,0
21,71,1,0,78,56,2
21,71,0,1,68,96,0
21,71,1,1,78,56,2
21,71,0,2,68,96,0
21,71,1,2,78,56,2
12,94,0,1,87,81,1
12,94,0,1,84,90,0
12,94,0,2,87,81,1
12,94,0,2,84,90,0
22,61,1,0,91,99,0
22,61,1,0,78,85,0
22,61,1,0,97,90,0
22,61,1,0,63,74,1
22,61,0,0,84,71,1
22,61,1,1,91,99,0
22,61,1,1,78,85,0
22,61,1,1,97,90,0
22,61,1,1,63,74,1
22,61,0,1,84,71,1
22,61,1,2,91,99,0
22,61,1,2,78,85,0
22,61,1,2,97,90,0
22,61,1,2,63,74,1
22,61,0,2,84,71,1
24,63,0,0,69,43,3
24,63,1,0,52,95,0
24,63,1,0,63,55,2
24,63,0,1,69,43,3
24,63,1,1,52,95,0
24,63,1,1,63,55,2
23,71,1,2,86,41,3
23,71,1,2,63,70,1
23,71,1,1,86,41,3
23,71,1,1,63,70,1
23,71,1,0,86,41,3
23,71,1,0,63,70,1
26,68,1,1,59,93,0
26,68,1,1,81,65,2
26,68,1,1,84,77,1
26,68,1,2,59,93,0
26,68,1,2,81,65,2
26,68,1,2,84,77,1
25,69,1,1,88,43,3
25,69,0,1,62,61,2
25,69,0,1,63,71,1
25,69,1,2,88,43,3
25,69,0,2,62,61,2
25,69,0,2,63,71,1
23,92,1,1,82,81,1
23,92,1,1,92,58,2
23,92,1,1,70,82,1
23,92,1,2,82,81,1
23,92,1,2,92,58,2
23,92,1,2,70,82,1
10,60,1,1,91,52,3
10,60,1,0,91,52,3
21,76,0,1,56,83,1
21,76,1,1,74,42,3
21,76,0,1,57,91,0
21,76,0,2,56,83,1
21,76,1,2,74,42,3
21,76,0,2,57,91,0
21,76,0,0,56,83,1
21,76,1,0,74,42,3
21,76,0,0,57,91,0
12,87,1,1,79,61,2
14,88,0,1,100,49,3
26,89,1,1,88,74,1
26,89,1,0,88,74,1
20,98,1,2,61,59,2
20,98,1,2,77,62,2
20,98,1,1,61,59,2
20,98,1,1,77,62,2
20,98,1,0,61,59,2
20,98,1,0,77,62,2
21,97,1,1,100,75,1
21,97,0,1,58,89,0
21,97,1,0,100,75,1
21,97,0,0,58,89,0
21,97,1,2,100,75,1
21,97,0,2,58,89,0
17,92,1,1,93,77,1
17,92,1,1,58,88,0
17,92,1,2,93,77,1
17,92,1,2,58,88,0
17,92,1,0,93,77,1
17,92,1,0,58,88,0
28,87,1,1,70,48,3
19,98,1,0,84,84,1
19,98,1,0,91,76,1
19,98,0,0,51,51,3
19,98,1,2,84,84,1
19,98,1,2,91,76,1
19,98,0,2,51,51,3
19,98,1,1,84,84,1
19,98,1,1,91,76,1
19,98,0,1,51,51,3
26,97,0,0,82,87,0
26,97,1,0,72,49,3
